x-axis,1,2
second,Volt,Volt
-19.42000E-03,+3.63467332E+00,+167.74623E-03
-19.39500E-03,+3.63216076E+00,+167.74623E-03
-19.37000E-03,+3.63467332E+00,+173.19849E-03
-19.34500E-03,+3.59447232E+00,+167.74623E-03
-19.32000E-03,+3.63467332E+00,+167.74623E-03
-19.29500E-03,+3.59447232E+00,+178.65075E-03
-19.27000E-03,+3.61708538E+00,+172.41959E-03
-19.24500E-03,+3.62964820E+00,+168.52512E-03
-19.22000E-03,+3.61708538E+00,+167.74623E-03
-19.19500E-03,+3.59447232E+00,+167.74623E-03
-19.17000E-03,+3.60954770E+00,+180.20854E-03
-19.14500E-03,+3.63467332E+00,+180.20854E-03
-19.12000E-03,+3.63467332E+00,+167.74623E-03
-19.09500E-03,+3.63467332E+00,+178.65075E-03
-19.07000E-03,+3.59447232E+00,+167.74623E-03
-19.04500E-03,+3.59447232E+00,+178.65075E-03
-19.02000E-03,+3.61708538E+00,+172.41959E-03
-18.99500E-03,+3.63467332E+00,+180.20854E-03
-18.97000E-03,+3.63467332E+00,+180.20854E-03
-18.94500E-03,+3.63467332E+00,+180.20854E-03
-18.92000E-03,+3.63467332E+00,+180.20854E-03
-18.89500E-03,+3.63467332E+00,+178.65075E-03
-18.87000E-03,+3.63467332E+00,+172.41959E-03
-18.84500E-03,+3.63467332E+00,+167.74623E-03
-18.82000E-03,+3.59447232E+00,+174.75628E-03
-18.79500E-03,+3.63467332E+00,+180.20854E-03
-18.77000E-03,+3.63467332E+00,+172.41959E-03
-18.74500E-03,+3.63467332E+00,+167.74623E-03
-18.72000E-03,+3.63467332E+00,+180.20854E-03
-18.69500E-03,+3.59698488E+00,+180.20854E-03
-18.67000E-03,+3.60954770E+00,+180.20854E-03
-18.64500E-03,+3.59698488E+00,+180.20854E-03
-18.62000E-03,+3.59447232E+00,+184.88191E-03
-18.59500E-03,+3.59698488E+00,+180.20854E-03
-18.57000E-03,+3.63467332E+00,+187.21859E-03
-18.54500E-03,+3.59698488E+00,+180.20854E-03
-18.52000E-03,+3.61708538E+00,+180.20854E-03
-18.49500E-03,+3.59698488E+00,+168.52512E-03
-18.47000E-03,+3.61708538E+00,+167.74623E-03
-18.44500E-03,+3.62964820E+00,+168.52512E-03
-18.42000E-03,+3.60954770E+00,+172.41959E-03
-18.39500E-03,+3.59698488E+00,+180.20854E-03
-18.37000E-03,+3.61708538E+00,+180.20854E-03
-18.34500E-03,+3.59698488E+00,+180.20854E-03
-18.32000E-03,+3.61708538E+00,+180.20854E-03
