Filename:  live_data.mca,,,,,,,
Description:  ,,,,,,,
TimeStamp:  11/14/2013 16:15:39,,,,,,,
,,,,,,,
ROI Information,,,,,,,
Start,End,FWHM (N),Net Area,Gross Area,Centroid (N),Uncertainty,Status
851,930,5.243,1096,2188,888.58,5.23,GOOD
,,,,,,,
Spectral Data Information,,,,,,,
Channel,Data,,,,,,
0,0,,,,,,
1,0,,,,,,
2,0,,,,,,
3,0,,,,,,
4,0,,,,,,
5,0,,,,,,
6,0,,,,,,
7,0,,,,,,
8,0,,,,,,
9,0,,,,,,
10,0,,,,,,
11,0,,,,,,
12,0,,,,,,
13,0,,,,,,
14,0,,,,,,
15,0,,,,,,
16,0,,,,,,
17,0,,,,,,
18,0,,,,,,
19,0,,,,,,
20,0,,,,,,
21,0,,,,,,
22,0,,,,,,
23,0,,,,,,
24,0,,,,,,
25,0,,,,,,
26,0,,,,,,
27,0,,,,,,
28,0,,,,,,
29,0,,,,,,
30,0,,,,,,
31,0,,,,,,
32,0,,,,,,
33,0,,,,,,
34,0,,,,,,
35,0,,,,,,
36,0,,,,,,
37,0,,,,,,
38,0,,,,,,
39,0,,,,,,
40,0,,,,,,
41,0,,,,,,
42,0,,,,,,
43,0,,,,,,
44,0,,,,,,
45,0,,,,,,
46,0,,,,,,
47,0,,,,,,
48,0,,,,,,
49,0,,,,,,
50,0,,,,,,
51,251,,,,,,
52,254,,,,,,
53,288,,,,,,
54,260,,,,,,
55,314,,,,,,
56,304,,,,,,
57,293,,,,,,
58,279,,,,,,
59,257,,,,,,
60,227,,,,,,
61,208,,,,,,
62,234,,,,,,
63,211,,,,,,
64,177,,,,,,
65,178,,,,,,
66,176,,,,,,
67,170,,,,,,
68,154,,,,,,
69,165,,,,,,
70,139,,,,,,
71,160,,,,,,
72,127,,,,,,
73,143,,,,,,
74,140,,,,,,
75,150,,,,,,
76,170,,,,,,
77,145,,,,,,
78,164,,,,,,
79,141,,,,,,
80,119,,,,,,
81,135,,,,,,
82,136,,,,,,
83,130,,,,,,
84,124,,,,,,
85,136,,,,,,
86,142,,,,,,
87,143,,,,,,
88,131,,,,,,
89,134,,,,,,
90,103,,,,,,
91,126,,,,,,
92,137,,,,,,
93,120,,,,,,
94,148,,,,,,
95,132,,,,,,
96,103,,,,,,
97,121,,,,,,
98,120,,,,,,
99,93,,,,,,
100,110,,,,,,
101,88,,,,,,
102,134,,,,,,
103,140,,,,,,
104,97,,,,,,
105,96,,,,,,
106,115,,,,,,
107,115,,,,,,
108,97,,,,,,
109,101,,,,,,
110,96,,,,,,
111,106,,,,,,
112,81,,,,,,
113,102,,,,,,
114,94,,,,,,
115,93,,,,,,
116,100,,,,,,
117,90,,,,,,
118,69,,,,,,
119,86,,,,,,
120,91,,,,,,
121,120,,,,,,
122,102,,,,,,
123,85,,,,,,
124,70,,,,,,
125,77,,,,,,
126,91,,,,,,
127,97,,,,,,
128,80,,,,,,
129,84,,,,,,
130,92,,,,,,
131,84,,,,,,
132,97,,,,,,
133,94,,,,,,
134,96,,,,,,
135,88,,,,,,
136,98,,,,,,
137,110,,,,,,
138,71,,,,,,
139,60,,,,,,
140,78,,,,,,
141,82,,,,,,
142,74,,,,,,
143,82,,,,,,
144,84,,,,,,
145,70,,,,,,
146,68,,,,,,
147,78,,,,,,
148,90,,,,,,
149,87,,,,,,
150,95,,,,,,
151,82,,,,,,
152,68,,,,,,
153,83,,,,,,
154,71,,,,,,
155,60,,,,,,
156,69,,,,,,
157,70,,,,,,
158,77,,,,,,
159,76,,,,,,
160,62,,,,,,
161,77,,,,,,
162,70,,,,,,
163,78,,,,,,
164,65,,,,,,
165,71,,,,,,
166,64,,,,,,
167,61,,,,,,
168,75,,,,,,
169,67,,,,,,
170,67,,,,,,
171,55,,,,,,
172,68,,,,,,
173,54,,,,,,
174,60,,,,,,
175,54,,,,,,
176,40,,,,,,
177,55,,,,,,
178,51,,,,,,
179,51,,,,,,
180,51,,,,,,
181,43,,,,,,
182,36,,,,,,
183,63,,,,,,
184,48,,,,,,
185,45,,,,,,
186,41,,,,,,
187,49,,,,,,
188,34,,,,,,
189,47,,,,,,
190,45,,,,,,
191,37,,,,,,
192,39,,,,,,
193,50,,,,,,
194,51,,,,,,
195,41,,,,,,
196,31,,,,,,
197,31,,,,,,
198,37,,,,,,
199,39,,,,,,
200,35,,,,,,
201,41,,,,,,
202,28,,,,,,
203,36,,,,,,
204,34,,,,,,
205,35,,,,,,
206,45,,,,,,
207,41,,,,,,
208,33,,,,,,
209,36,,,,,,
210,37,,,,,,
211,33,,,,,,
212,35,,,,,,
213,28,,,,,,
214,39,,,,,,
215,37,,,,,,
216,28,,,,,,
217,35,,,,,,
218,27,,,,,,
219,30,,,,,,
220,30,,,,,,
221,25,,,,,,
222,28,,,,,,
223,35,,,,,,
224,32,,,,,,
225,28,,,,,,
226,32,,,,,,
227,23,,,,,,
228,32,,,,,,
229,36,,,,,,
230,36,,,,,,
231,38,,,,,,
232,36,,,,,,
233,28,,,,,,
234,38,,,,,,
235,24,,,,,,
236,20,,,,,,
237,25,,,,,,
238,21,,,,,,
239,26,,,,,,
240,41,,,,,,
241,31,,,,,,
242,31,,,,,,
243,51,,,,,,
244,31,,,,,,
245,24,,,,,,
246,33,,,,,,
247,26,,,,,,
248,36,,,,,,
249,22,,,,,,
250,36,,,,,,
251,35,,,,,,
252,35,,,,,,
253,39,,,,,,
254,37,,,,,,
255,24,,,,,,
256,32,,,,,,
257,30,,,,,,
258,31,,,,,,
259,22,,,,,,
260,19,,,,,,
261,24,,,,,,
262,20,,,,,,
263,27,,,,,,
264,30,,,,,,
265,39,,,,,,
266,23,,,,,,
267,24,,,,,,
268,28,,,,,,
269,31,,,,,,
270,21,,,,,,
271,29,,,,,,
272,29,,,,,,
273,16,,,,,,
274,24,,,,,,
275,25,,,,,,
276,31,,,,,,
277,30,,,,,,
278,37,,,,,,
279,27,,,,,,
280,24,,,,,,
281,30,,,,,,
282,22,,,,,,
283,22,,,,,,
284,21,,,,,,
285,27,,,,,,
286,24,,,,,,
287,27,,,,,,
288,34,,,,,,
289,15,,,,,,
290,24,,,,,,
291,24,,,,,,
292,22,,,,,,
293,33,,,,,,
294,29,,,,,,
295,15,,,,,,
296,16,,,,,,
297,30,,,,,,
298,17,,,,,,
299,27,,,,,,
300,22,,,,,,
301,24,,,,,,
302,16,,,,,,
303,27,,,,,,
304,19,,,,,,
305,20,,,,,,
306,22,,,,,,
307,31,,,,,,
308,18,,,,,,
309,24,,,,,,
310,32,,,,,,
311,23,,,,,,
312,23,,,,,,
313,22,,,,,,
314,19,,,,,,
315,29,,,,,,
316,24,,,,,,
317,31,,,,,,
318,29,,,,,,
319,22,,,,,,
320,20,,,,,,
321,20,,,,,,
322,21,,,,,,
323,37,,,,,,
324,26,,,,,,
325,31,,,,,,
326,26,,,,,,
327,27,,,,,,
328,25,,,,,,
329,31,,,,,,
330,23,,,,,,
331,18,,,,,,
332,21,,,,,,
333,33,,,,,,
334,23,,,,,,
335,25,,,,,,
336,28,,,,,,
337,23,,,,,,
338,24,,,,,,
339,24,,,,,,
340,26,,,,,,
341,30,,,,,,
342,21,,,,,,
343,23,,,,,,
344,31,,,,,,
345,21,,,,,,
346,19,,,,,,
347,25,,,,,,
348,23,,,,,,
349,18,,,,,,
350,17,,,,,,
351,30,,,,,,
352,20,,,,,,
353,16,,,,,,
354,27,,,,,,
355,18,,,,,,
356,30,,,,,,
357,23,,,,,,
358,24,,,,,,
359,19,,,,,,
360,27,,,,,,
361,29,,,,,,
362,28,,,,,,
363,29,,,,,,
364,20,,,,,,
365,24,,,,,,
366,26,,,,,,
367,24,,,,,,
368,24,,,,,,
369,26,,,,,,
370,25,,,,,,
371,30,,,,,,
372,23,,,,,,
373,20,,,,,,
374,27,,,,,,
375,22,,,,,,
376,23,,,,,,
377,26,,,,,,
378,22,,,,,,
379,21,,,,,,
380,19,,,,,,
381,29,,,,,,
382,22,,,,,,
383,20,,,,,,
384,31,,,,,,
385,17,,,,,,
386,30,,,,,,
387,21,,,,,,
388,24,,,,,,
389,27,,,,,,
390,23,,,,,,
391,21,,,,,,
392,19,,,,,,
393,23,,,,,,
394,26,,,,,,
395,25,,,,,,
396,24,,,,,,
397,25,,,,,,
398,28,,,,,,
399,16,,,,,,
400,25,,,,,,
401,17,,,,,,
402,18,,,,,,
403,32,,,,,,
404,17,,,,,,
405,22,,,,,,
406,23,,,,,,
407,17,,,,,,
408,27,,,,,,
409,30,,,,,,
410,13,,,,,,
411,34,,,,,,
412,21,,,,,,
413,15,,,,,,
414,20,,,,,,
415,17,,,,,,
416,26,,,,,,
417,25,,,,,,
418,14,,,,,,
419,20,,,,,,
420,26,,,,,,
421,24,,,,,,
422,27,,,,,,
423,28,,,,,,
424,22,,,,,,
425,26,,,,,,
426,14,,,,,,
427,26,,,,,,
428,30,,,,,,
429,25,,,,,,
430,35,,,,,,
431,22,,,,,,
432,28,,,,,,
433,27,,,,,,
434,27,,,,,,
435,25,,,,,,
436,24,,,,,,
437,31,,,,,,
438,26,,,,,,
439,30,,,,,,
440,24,,,,,,
441,29,,,,,,
442,15,,,,,,
443,20,,,,,,
444,23,,,,,,
445,25,,,,,,
446,15,,,,,,
447,20,,,,,,
448,25,,,,,,
449,29,,,,,,
450,26,,,,,,
451,30,,,,,,
452,26,,,,,,
453,15,,,,,,
454,20,,,,,,
455,28,,,,,,
456,20,,,,,,
457,33,,,,,,
458,26,,,,,,
459,25,,,,,,
460,20,,,,,,
461,23,,,,,,
462,13,,,,,,
463,22,,,,,,
464,23,,,,,,
465,28,,,,,,
466,22,,,,,,
467,26,,,,,,
468,26,,,,,,
469,25,,,,,,
470,19,,,,,,
471,22,,,,,,
472,14,,,,,,
473,28,,,,,,
474,23,,,,,,
475,28,,,,,,
476,26,,,,,,
477,26,,,,,,
478,28,,,,,,
479,17,,,,,,
480,29,,,,,,
481,22,,,,,,
482,39,,,,,,
483,31,,,,,,
484,21,,,,,,
485,29,,,,,,
486,28,,,,,,
487,16,,,,,,
488,26,,,,,,
489,27,,,,,,
490,27,,,,,,
491,24,,,,,,
492,26,,,,,,
493,30,,,,,,
494,36,,,,,,
495,24,,,,,,
496,20,,,,,,
497,34,,,,,,
498,23,,,,,,
499,30,,,,,,
500,29,,,,,,
501,29,,,,,,
502,26,,,,,,
503,17,,,,,,
504,21,,,,,,
505,25,,,,,,
506,26,,,,,,
507,24,,,,,,
508,16,,,,,,
509,29,,,,,,
510,24,,,,,,
511,22,,,,,,
512,21,,,,,,
513,20,,,,,,
514,33,,,,,,
515,27,,,,,,
516,30,,,,,,
517,24,,,,,,
518,22,,,,,,
519,15,,,,,,
520,20,,,,,,
521,26,,,,,,
522,29,,,,,,
523,30,,,,,,
524,18,,,,,,
525,27,,,,,,
526,18,,,,,,
527,23,,,,,,
528,19,,,,,,
529,24,,,,,,
530,27,,,,,,
531,26,,,,,,
532,31,,,,,,
533,17,,,,,,
534,20,,,,,,
535,22,,,,,,
536,28,,,,,,
537,26,,,,,,
538,22,,,,,,
539,17,,,,,,
540,29,,,,,,
541,27,,,,,,
542,19,,,,,,
543,20,,,,,,
544,27,,,,,,
545,25,,,,,,
546,24,,,,,,
547,26,,,,,,
548,32,,,,,,
549,18,,,,,,
550,28,,,,,,
551,20,,,,,,
552,18,,,,,,
553,26,,,,,,
554,26,,,,,,
555,21,,,,,,
556,28,,,,,,
557,27,,,,,,
558,29,,,,,,
559,22,,,,,,
560,27,,,,,,
561,22,,,,,,
562,28,,,,,,
563,30,,,,,,
564,37,,,,,,
565,24,,,,,,
566,24,,,,,,
567,28,,,,,,
568,28,,,,,,
569,29,,,,,,
570,23,,,,,,
571,28,,,,,,
572,35,,,,,,
573,27,,,,,,
574,29,,,,,,
575,27,,,,,,
576,30,,,,,,
577,32,,,,,,
578,23,,,,,,
579,33,,,,,,
580,29,,,,,,
581,25,,,,,,
582,35,,,,,,
583,27,,,,,,
584,26,,,,,,
585,19,,,,,,
586,27,,,,,,
587,29,,,,,,
588,29,,,,,,
589,26,,,,,,
590,31,,,,,,
591,27,,,,,,
592,22,,,,,,
593,22,,,,,,
594,26,,,,,,
595,25,,,,,,
596,30,,,,,,
597,24,,,,,,
598,25,,,,,,
599,22,,,,,,
600,30,,,,,,
601,34,,,,,,
602,27,,,,,,
603,26,,,,,,
604,24,,,,,,
605,19,,,,,,
606,29,,,,,,
607,28,,,,,,
608,28,,,,,,
609,33,,,,,,
610,26,,,,,,
611,26,,,,,,
612,27,,,,,,
613,35,,,,,,
614,23,,,,,,
615,32,,,,,,
616,19,,,,,,
617,28,,,,,,
618,20,,,,,,
619,28,,,,,,
620,21,,,,,,
621,15,,,,,,
622,21,,,,,,
623,20,,,,,,
624,18,,,,,,
625,28,,,,,,
626,22,,,,,,
627,20,,,,,,
628,19,,,,,,
629,27,,,,,,
630,29,,,,,,
631,19,,,,,,
632,27,,,,,,
633,12,,,,,,
634,16,,,,,,
635,23,,,,,,
636,19,,,,,,
637,16,,,,,,
638,18,,,,,,
639,18,,,,,,
640,17,,,,,,
641,23,,,,,,
642,22,,,,,,
643,21,,,,,,
644,22,,,,,,
645,19,,,,,,
646,22,,,,,,
647,22,,,,,,
648,14,,,,,,
649,24,,,,,,
650,24,,,,,,
651,22,,,,,,
652,23,,,,,,
653,25,,,,,,
654,21,,,,,,
655,22,,,,,,
656,19,,,,,,
657,16,,,,,,
658,26,,,,,,
659,29,,,,,,
660,20,,,,,,
661,20,,,,,,
662,18,,,,,,
663,23,,,,,,
664,24,,,,,,
665,22,,,,,,
666,22,,,,,,
667,28,,,,,,
668,26,,,,,,
669,12,,,,,,
670,11,,,,,,
671,20,,,,,,
672,16,,,,,,
673,12,,,,,,
674,20,,,,,,
675,26,,,,,,
676,14,,,,,,
677,16,,,,,,
678,12,,,,,,
679,16,,,,,,
680,17,,,,,,
681,10,,,,,,
682,17,,,,,,
683,25,,,,,,
684,15,,,,,,
685,21,,,,,,
686,13,,,,,,
687,22,,,,,,
688,17,,,,,,
689,16,,,,,,
690,28,,,,,,
691,19,,,,,,
692,17,,,,,,
693,18,,,,,,
694,20,,,,,,
695,18,,,,,,
696,19,,,,,,
697,20,,,,,,
698,14,,,,,,
699,23,,,,,,
700,20,,,,,,
701,14,,,,,,
702,18,,,,,,
703,15,,,,,,
704,26,,,,,,
705,14,,,,,,
706,23,,,,,,
707,13,,,,,,
708,18,,,,,,
709,27,,,,,,
710,23,,,,,,
711,21,,,,,,
712,17,,,,,,
713,16,,,,,,
714,14,,,,,,
715,23,,,,,,
716,13,,,,,,
717,15,,,,,,
718,15,,,,,,
719,22,,,,,,
720,10,,,,,,
721,16,,,,,,
722,14,,,,,,
723,14,,,,,,
724,11,,,,,,
725,16,,,,,,
726,15,,,,,,
727,16,,,,,,
728,12,,,,,,
729,14,,,,,,
730,11,,,,,,
731,10,,,,,,
732,18,,,,,,
733,20,,,,,,
734,16,,,,,,
735,13,,,,,,
736,16,,,,,,
737,14,,,,,,
738,17,,,,,,
739,21,,,,,,
740,15,,,,,,
741,15,,,,,,
742,24,,,,,,
743,17,,,,,,
744,25,,,,,,
745,23,,,,,,
746,20,,,,,,
747,20,,,,,,
748,26,,,,,,
749,23,,,,,,
750,24,,,,,,
751,20,,,,,,
752,18,,,,,,
753,29,,,,,,
754,29,,,,,,
755,32,,,,,,
756,26,,,,,,
757,27,,,,,,
758,25,,,,,,
759,29,,,,,,
760,24,,,,,,
761,31,,,,,,
762,36,,,,,,
763,37,,,,,,
764,31,,,,,,
765,24,,,,,,
766,32,,,,,,
767,34,,,,,,
768,41,,,,,,
769,32,,,,,,
770,41,,,,,,
771,36,,,,,,
772,31,,,,,,
773,47,,,,,,
774,32,,,,,,
775,33,,,,,,
776,41,,,,,,
777,41,,,,,,
778,46,,,,,,
779,41,,,,,,
780,35,,,,,,
781,33,,,,,,
782,31,,,,,,
783,35,,,,,,
784,34,,,,,,
785,38,,,,,,
786,51,,,,,,
787,47,,,,,,
788,43,,,,,,
789,27,,,,,,
790,43,,,,,,
791,28,,,,,,
792,37,,,,,,
793,40,,,,,,
794,32,,,,,,
795,37,,,,,,
796,34,,,,,,
797,31,,,,,,
798,34,,,,,,
799,45,,,,,,
800,20,,,,,,
801,32,,,,,,
802,25,,,,,,
803,33,,,,,,
804,36,,,,,,
805,31,,,,,,
806,26,,,,,,
807,23,,,,,,
808,26,,,,,,
809,32,,,,,,
810,23,,,,,,
811,23,,,,,,
812,23,,,,,,
813,22,,,,,,
814,16,,,,,,
815,17,,,,,,
816,22,,,,,,
817,28,,,,,,
818,19,,,,,,
819,23,,,,,,
820,10,,,,,,
821,21,,,,,,
822,8,,,,,,
823,15,,,,,,
824,7,,,,,,
825,11,,,,,,
826,10,,,,,,
827,8,,,,,,
828,11,,,,,,
829,9,,,,,,
830,14,,,,,,
831,13,,,,,,
832,13,,,,,,
833,10,,,,,,
834,15,,,,,,
835,7,,,,,,
836,6,,,,,,
837,11,,,,,,
838,7,,,,,,
839,9,,,,,,
840,14,,,,,,
841,13,,,,,,
842,9,,,,,,
843,7,,,,,,
844,23,,,,,,
845,12,,,,,,
846,11,,,,,,
847,18,,,,,,
848,14,,,,,,
849,15,,,,,,
850,24,,,,,,
851,16,,,,,,
852,12,,,,,,
853,13,,,,,,
854,17,,,,,,
855,25,,,,,,
856,28,,,,,,
857,27,,,,,,
858,15,,,,,,
859,24,,,,,,
860,27,,,,,,
861,33,,,,,,
862,38,,,,,,
863,34,,,,,,
864,22,,,,,,
865,30,,,,,,
866,33,,,,,,
867,30,,,,,,
868,27,,,,,,
869,33,,,,,,
870,20,,,,,,
871,34,,,,,,
872,31,,,,,,
873,43,,,,,,
874,33,,,,,,
875,36,,,,,,
876,25,,,,,,
877,35,,,,,,
878,24,,,,,,
879,28,,,,,,
880,36,,,,,,
881,42,,,,,,
882,29,,,,,,
883,35,,,,,,
884,34,,,,,,
885,36,,,,,,
886,32,,,,,,
887,35,,,,,,
888,36,,,,,,
889,40,,,,,,
890,26,,,,,,
891,44,,,,,,
892,37,,,,,,
893,38,,,,,,
894,36,,,,,,
895,34,,,,,,
896,25,,,,,,
897,41,,,,,,
898,40,,,,,,
899,44,,,,,,
900,37,,,,,,
901,36,,,,,,
902,21,,,,,,
903,20,,,,,,
904,26,,,,,,
905,36,,,,,,
906,34,,,,,,
907,27,,,,,,
908,24,,,,,,
909,32,,,,,,
910,29,,,,,,
911,20,,,,,,
912,21,,,,,,
913,27,,,,,,
914,28,,,,,,
915,22,,,,,,
916,29,,,,,,
917,20,,,,,,
918,9,,,,,,
919,29,,,,,,
920,23,,,,,,
921,27,,,,,,
922,18,,,,,,
923,13,,,,,,
924,29,,,,,,
925,17,,,,,,
926,9,,,,,,
927,8,,,,,,
928,13,,,,,,
929,7,,,,,,
930,12,,,,,,
931,11,,,,,,
932,8,,,,,,
933,13,,,,,,
934,7,,,,,,
935,5,,,,,,
936,4,,,,,,
937,4,,,,,,
938,3,,,,,,
939,4,,,,,,
940,3,,,,,,
941,6,,,,,,
942,3,,,,,,
943,4,,,,,,
944,3,,,,,,
945,2,,,,,,
946,1,,,,,,
947,2,,,,,,
948,0,,,,,,
949,2,,,,,,
950,1,,,,,,
951,2,,,,,,
952,0,,,,,,
953,1,,,,,,
954,0,,,,,,
955,0,,,,,,
956,1,,,,,,
957,1,,,,,,
958,1,,,,,,
959,0,,,,,,
960,0,,,,,,
961,0,,,,,,
962,3,,,,,,
963,0,,,,,,
964,1,,,,,,
965,0,,,,,,
966,0,,,,,,
967,1,,,,,,
968,0,,,,,,
969,0,,,,,,
970,0,,,,,,
971,0,,,,,,
972,0,,,,,,
973,1,,,,,,
974,0,,,,,,
975,1,,,,,,
976,0,,,,,,
977,1,,,,,,
978,0,,,,,,
979,1,,,,,,
980,0,,,,,,
981,0,,,,,,
982,1,,,,,,
983,0,,,,,,
984,1,,,,,,
985,0,,,,,,
986,1,,,,,,
987,0,,,,,,
988,2,,,,,,
989,0,,,,,,
990,1,,,,,,
991,1,,,,,,
992,0,,,,,,
993,0,,,,,,
994,0,,,,,,
995,1,,,,,,
996,1,,,,,,
997,1,,,,,,
998,0,,,,,,
999,0,,,,,,
1000,0,,,,,,
1001,0,,,,,,
1002,0,,,,,,
1003,1,,,,,,
1004,0,,,,,,
1005,0,,,,,,
1006,1,,,,,,
1007,0,,,,,,
1008,0,,,,,,
1009,0,,,,,,
1010,0,,,,,,
1011,0,,,,,,
1012,1,,,,,,
1013,1,,,,,,
1014,0,,,,,,
1015,2,,,,,,
1016,0,,,,,,
1017,0,,,,,,
1018,0,,,,,,
1019,0,,,,,,
1020,0,,,,,,
1021,0,,,,,,
1022,0,,,,,,
1023,4,,,,,,
