Filename:  live_data.mca,,,,,,,
Description:  ,,,,,,,
TimeStamp:  11/14/2013 16:10:13,,,,,,,
,,,,,,,
ROI Information,,,,,,,
Start,End,FWHM (N),Net Area,Gross Area,Centroid (N),Uncertainty,Status
851,930,16.806,2358,3996,888.66,3.18,GOOD
,,,,,,,
Spectral Data Information,,,,,,,
Channel,Data,,,,,,
0,0,,,,,,
1,0,,,,,,
2,0,,,,,,
3,0,,,,,,
4,0,,,,,,
5,0,,,,,,
6,0,,,,,,
7,0,,,,,,
8,0,,,,,,
9,0,,,,,,
10,0,,,,,,
11,0,,,,,,
12,0,,,,,,
13,0,,,,,,
14,0,,,,,,
15,0,,,,,,
16,0,,,,,,
17,0,,,,,,
18,0,,,,,,
19,0,,,,,,
20,0,,,,,,
21,0,,,,,,
22,0,,,,,,
23,0,,,,,,
24,0,,,,,,
25,0,,,,,,
26,0,,,,,,
27,0,,,,,,
28,0,,,,,,
29,0,,,,,,
30,0,,,,,,
31,0,,,,,,
32,0,,,,,,
33,0,,,,,,
34,0,,,,,,
35,0,,,,,,
36,0,,,,,,
37,0,,,,,,
38,0,,,,,,
39,0,,,,,,
40,0,,,,,,
41,0,,,,,,
42,0,,,,,,
43,0,,,,,,
44,0,,,,,,
45,0,,,,,,
46,0,,,,,,
47,0,,,,,,
48,0,,,,,,
49,0,,,,,,
50,0,,,,,,
51,261,,,,,,
52,291,,,,,,
53,308,,,,,,
54,346,,,,,,
55,368,,,,,,
56,399,,,,,,
57,389,,,,,,
58,367,,,,,,
59,292,,,,,,
60,281,,,,,,
61,235,,,,,,
62,255,,,,,,
63,201,,,,,,
64,239,,,,,,
65,227,,,,,,
66,209,,,,,,
67,213,,,,,,
68,262,,,,,,
69,265,,,,,,
70,186,,,,,,
71,204,,,,,,
72,192,,,,,,
73,183,,,,,,
74,175,,,,,,
75,184,,,,,,
76,176,,,,,,
77,171,,,,,,
78,196,,,,,,
79,188,,,,,,
80,165,,,,,,
81,176,,,,,,
82,177,,,,,,
83,136,,,,,,
84,156,,,,,,
85,185,,,,,,
86,174,,,,,,
87,170,,,,,,
88,136,,,,,,
89,153,,,,,,
90,143,,,,,,
91,157,,,,,,
92,142,,,,,,
93,151,,,,,,
94,168,,,,,,
95,132,,,,,,
96,144,,,,,,
97,151,,,,,,
98,136,,,,,,
99,131,,,,,,
100,126,,,,,,
101,119,,,,,,
102,143,,,,,,
103,130,,,,,,
104,122,,,,,,
105,134,,,,,,
106,138,,,,,,
107,134,,,,,,
108,128,,,,,,
109,149,,,,,,
110,126,,,,,,
111,111,,,,,,
112,111,,,,,,
113,140,,,,,,
114,124,,,,,,
115,124,,,,,,
116,130,,,,,,
117,103,,,,,,
118,106,,,,,,
119,99,,,,,,
120,128,,,,,,
121,104,,,,,,
122,108,,,,,,
123,96,,,,,,
124,133,,,,,,
125,108,,,,,,
126,92,,,,,,
127,105,,,,,,
128,122,,,,,,
129,117,,,,,,
130,119,,,,,,
131,121,,,,,,
132,100,,,,,,
133,106,,,,,,
134,137,,,,,,
135,100,,,,,,
136,120,,,,,,
137,100,,,,,,
138,116,,,,,,
139,111,,,,,,
140,122,,,,,,
141,115,,,,,,
142,107,,,,,,
143,105,,,,,,
144,109,,,,,,
145,94,,,,,,
146,104,,,,,,
147,97,,,,,,
148,107,,,,,,
149,118,,,,,,
150,105,,,,,,
151,111,,,,,,
152,92,,,,,,
153,110,,,,,,
154,97,,,,,,
155,106,,,,,,
156,140,,,,,,
157,81,,,,,,
158,98,,,,,,
159,109,,,,,,
160,108,,,,,,
161,93,,,,,,
162,87,,,,,,
163,103,,,,,,
164,84,,,,,,
165,112,,,,,,
166,84,,,,,,
167,93,,,,,,
168,102,,,,,,
169,87,,,,,,
170,92,,,,,,
171,79,,,,,,
172,78,,,,,,
173,83,,,,,,
174,85,,,,,,
175,82,,,,,,
176,80,,,,,,
177,76,,,,,,
178,66,,,,,,
179,75,,,,,,
180,68,,,,,,
181,85,,,,,,
182,62,,,,,,
183,60,,,,,,
184,64,,,,,,
185,48,,,,,,
186,54,,,,,,
187,59,,,,,,
188,48,,,,,,
189,67,,,,,,
190,62,,,,,,
191,55,,,,,,
192,57,,,,,,
193,59,,,,,,
194,64,,,,,,
195,49,,,,,,
196,47,,,,,,
197,56,,,,,,
198,72,,,,,,
199,44,,,,,,
200,64,,,,,,
201,52,,,,,,
202,63,,,,,,
203,55,,,,,,
204,53,,,,,,
205,61,,,,,,
206,61,,,,,,
207,51,,,,,,
208,54,,,,,,
209,53,,,,,,
210,50,,,,,,
211,58,,,,,,
212,48,,,,,,
213,42,,,,,,
214,53,,,,,,
215,56,,,,,,
216,38,,,,,,
217,48,,,,,,
218,56,,,,,,
219,53,,,,,,
220,58,,,,,,
221,59,,,,,,
222,61,,,,,,
223,42,,,,,,
224,56,,,,,,
225,38,,,,,,
226,54,,,,,,
227,51,,,,,,
228,50,,,,,,
229,51,,,,,,
230,38,,,,,,
231,57,,,,,,
232,41,,,,,,
233,47,,,,,,
234,55,,,,,,
235,40,,,,,,
236,56,,,,,,
237,36,,,,,,
238,43,,,,,,
239,39,,,,,,
240,47,,,,,,
241,38,,,,,,
242,55,,,,,,
243,39,,,,,,
244,42,,,,,,
245,44,,,,,,
246,46,,,,,,
247,38,,,,,,
248,42,,,,,,
249,41,,,,,,
250,47,,,,,,
251,40,,,,,,
252,48,,,,,,
253,60,,,,,,
254,35,,,,,,
255,40,,,,,,
256,46,,,,,,
257,36,,,,,,
258,44,,,,,,
259,39,,,,,,
260,29,,,,,,
261,44,,,,,,
262,44,,,,,,
263,50,,,,,,
264,41,,,,,,
265,50,,,,,,
266,28,,,,,,
267,36,,,,,,
268,43,,,,,,
269,41,,,,,,
270,33,,,,,,
271,43,,,,,,
272,41,,,,,,
273,46,,,,,,
274,43,,,,,,
275,40,,,,,,
276,47,,,,,,
277,33,,,,,,
278,37,,,,,,
279,44,,,,,,
280,34,,,,,,
281,40,,,,,,
282,42,,,,,,
283,28,,,,,,
