Filename:  live_data.mca,,,,,,,
Description:  ,,,,,,,
TimeStamp:  11/14/2013 16:19:11,,,,,,,
,,,,,,,
ROI Information,,,,,,,
Start,End,FWHM (N),Net Area,Gross Area,Centroid (N),Uncertainty,Status
851,930,3.105,459,849,889.21,7.67,GOOD
,,,,,,,
Spectral Data Information,,,,,,,
Channel,Data,,,,,,
0,0,,,,,,
1,0,,,,,,
2,0,,,,,,
3,0,,,,,,
4,0,,,,,,
5,0,,,,,,
6,0,,,,,,
7,0,,,,,,
8,0,,,,,,
9,0,,,,,,
10,0,,,,,,
11,0,,,,,,
12,0,,,,,,
13,0,,,,,,
14,0,,,,,,
15,0,,,,,,
16,0,,,,,,
17,0,,,,,,
18,0,,,,,,
19,0,,,,,,
20,0,,,,,,
21,0,,,,,,
22,0,,,,,,
23,0,,,,,,
24,0,,,,,,
25,0,,,,,,
26,0,,,,,,
27,0,,,,,,
28,0,,,,,,
29,0,,,,,,
30,0,,,,,,
31,0,,,,,,
32,0,,,,,,
33,0,,,,,,
34,0,,,,,,
35,0,,,,,,
36,0,,,,,,
37,0,,,,,,
38,0,,,,,,
39,0,,,,,,
40,0,,,,,,
41,0,,,,,,
42,0,,,,,,
43,0,,,,,,
44,0,,,,,,
45,0,,,,,,
46,0,,,,,,
47,0,,,,,,
48,0,,,,,,
49,0,,,,,,
50,0,,,,,,
51,206,,,,,,
52,221,,,,,,
53,192,,,,,,
54,228,,,,,,
55,247,,,,,,
56,214,,,,,,
57,211,,,,,,
58,213,,,,,,
59,238,,,,,,
60,158,,,,,,
61,163,,,,,,
62,199,,,,,,
63,172,,,,,,
64,194,,,,,,
65,187,,,,,,
66,175,,,,,,
67,150,,,,,,
68,152,,,,,,
69,114,,,,,,
70,130,,,,,,
71,139,,,,,,
72,160,,,,,,
73,135,,,,,,
74,113,,,,,,
75,134,,,,,,
76,93,,,,,,
77,121,,,,,,
78,107,,,,,,
79,117,,,,,,
80,124,,,,,,
81,138,,,,,,
82,136,,,,,,
83,105,,,,,,
84,118,,,,,,
85,91,,,,,,
86,118,,,,,,
87,105,,,,,,
88,94,,,,,,
89,79,,,,,,
90,71,,,,,,
91,71,,,,,,
92,85,,,,,,
93,105,,,,,,
94,81,,,,,,
95,95,,,,,,
96,78,,,,,,
97,75,,,,,,
98,94,,,,,,
99,98,,,,,,
100,96,,,,,,
101,80,,,,,,
102,82,,,,,,
103,92,,,,,,
104,79,,,,,,
105,78,,,,,,
106,98,,,,,,
107,110,,,,,,
108,80,,,,,,
109,76,,,,,,
110,75,,,,,,
111,60,,,,,,
112,83,,,,,,
113,87,,,,,,
114,60,,,,,,
115,74,,,,,,
116,64,,,,,,
117,88,,,,,,
118,61,,,,,,
119,68,,,,,,
120,81,,,,,,
121,73,,,,,,
122,68,,,,,,
123,85,,,,,,
124,53,,,,,,
125,60,,,,,,
126,74,,,,,,
127,63,,,,,,
128,76,,,,,,
129,67,,,,,,
130,87,,,,,,
131,72,,,,,,
132,63,,,,,,
133,62,,,,,,
134,55,,,,,,
135,66,,,,,,
136,70,,,,,,
137,80,,,,,,
138,75,,,,,,
139,81,,,,,,
140,51,,,,,,
141,60,,,,,,
142,71,,,,,,
143,61,,,,,,
144,58,,,,,,
145,66,,,,,,
146,52,,,,,,
147,61,,,,,,
148,54,,,,,,
149,71,,,,,,
150,60,,,,,,
151,45,,,,,,
152,57,,,,,,
153,67,,,,,,
154,54,,,,,,
155,40,,,,,,
156,59,,,,,,
157,62,,,,,,
158,67,,,,,,
159,41,,,,,,
160,45,,,,,,
161,67,,,,,,
162,61,,,,,,
163,56,,,,,,
164,52,,,,,,
165,52,,,,,,
166,36,,,,,,
167,40,,,,,,
168,61,,,,,,
169,51,,,,,,
170,38,,,,,,
171,46,,,,,,
172,41,,,,,,
173,51,,,,,,
174,40,,,,,,
175,28,,,,,,
176,23,,,,,,
177,25,,,,,,
178,32,,,,,,
179,35,,,,,,
180,30,,,,,,
181,27,,,,,,
182,27,,,,,,
183,28,,,,,,
184,25,,,,,,
