0.00E+00,-3.02E-13
0.00E+00,-4.83E-13
0.00E+00,-4.09E-13
0.00E+00,-4.62E-13
9.90E-02,-3.87E-13
1.04E-01,-2.49E-13
2.08E-01,-1.17E-13
3.02E-01,-2.91E-13
3.02E-01,-9.59E-14
4.06E-01,-3.45E-13
5.05E-01,-2.45E-13
6.09E-01,-9.95E-14
7.02E-01,-2.31E-13
8.01E-01,-2.17E-13
8.06E-01,-3.55E-15
9.05E-01,-1.67E-13
9.05E-01,-1.35E-13
9.10E-01,-3.73E-13
9.00E-01,-3.55E-15
1.00E+00,-1.78E-13
1.11E+00,-1.95E-13
1.11E+00,-2.06E-13
1.10E+00,-1.56E-13
1.21E+00,-2.17E-13
1.20E+00,-1.88E-13
1.31E+00,-2.38E-13
1.31E+00,-2.03E-13
1.31E+00,1.42E-13
1.40E+00,-1.74E-13
1.40E+00,-1.21E-13
1.50E+00,-1.21E-13
1.50E+00,8.17E-14
1.61E+00,-3.20E-14
1.61E+00,5.68E-14
1.71E+00,-8.88E-14
1.71E+00,9.24E-14
1.81E+00,-3.91E-14
1.91E+00,-2.13E-14
1.91E+00,8.17E-14
2.01E+00,-7.46E-14
2.11E+00,-1.63E-13
2.10E+00,-9.59E-14
2.21E+00,1.85E-13
2.21E+00,-9.95E-14
2.30E+00,2.10E-13
2.50E+00,1.07E-14
2.51E+00,-4.09E-13
2.51E+00,3.52E-13
2.61E+00,-4.97E-14
2.61E+00,-1.53E-13
2.71E+00,9.24E-14
2.80E+00,-8.53E-14
2.81E+00,-6.40E-14
2.90E+00,9.59E-14
3.01E+00,1.10E-13
3.10E+00,4.80E-13
3.20E+00,3.87E-13
3.31E+00,1.14E-13
3.41E+00,2.84E-14
3.40E+00,-1.28E-13
3.40E+00,2.56E-13
3.50E+00,3.73E-13
3.61E+00,-1.10E-13
3.71E+00,1.95E-13
3.70E+00,4.62E-13
3.80E+00,7.11E-15
4.01E+00,2.06E-13
4.10E+00,2.91E-13
4.10E+00,5.15E-13
4.21E+00,8.92E-13
4.31E+00,7.07E-13
4.40E+00,5.65E-13
4.50E+00,5.37E-13
4.60E+00,7.11E-13
4.71E+00,6.08E-13
4.81E+00,1.65E-12
4.81E+00,1.31E-12
4.91E+00,1.28E-12
5.01E+00,1.33E-12
5.01E+00,1.92E-12
5.11E+00,1.70E-12
5.11E+00,2.02E-12
5.31E+00,2.36E-12
5.40E+00,2.48E-12
5.50E+00,2.93E-12
5.51E+00,3.52E-12
5.61E+00,4.11E-12
5.71E+00,4.11E-12
5.81E+00,4.29E-12
5.88E+00,4.90E-12
5.91E+00,5.25E-12
6.01E+00,6.16E-12
6.11E+00,6.56E-12
6.21E+00,5.70E-12
6.30E+00,6.50E-12
6.31E+00,6.54E-12
6.41E+00,6.57E-12
6.51E+00,6.49E-12
6.61E+00,6.60E-12
6.61E+00,6.27E-12
6.72E+00,6.54E-12
6.80E+00,6.08E-12
6.91E+00,5.59E-12
7.01E+00,5.02E-12
7.01E+00,5.12E-12
7.11E+00,4.89E-12
7.20E+00,4.59E-12
7.31E+00,4.40E-12
7.31E+00,4.79E-12
7.40E+00,4.03E-12
7.51E+00,3.83E-12
7.51E+00,3.43E-12
7.61E+00,2.80E-12
7.70E+00,2.67E-12
7.91E+00,2.69E-12
7.91E+00,2.89E-12
8.01E+00,2.40E-12
8.10E+00,3.33E-12
8.21E+00,3.33E-12
8.31E+00,3.27E-12
8.41E+00,3.51E-12
8.51E+00,3.90E-12
8.71E+00,4.53E-12
8.81E+00,5.25E-12
8.91E+00,4.97E-12
8.91E+00,5.39E-12
9.00E+00,6.00E-12
9.11E+00,6.66E-12
9.21E+00,7.22E-12
9.21E+00,6.70E-12
9.21E+00,7.22E-12
9.41E+00,8.27E-12
9.51E+00,9.62E-12
9.60E+00,9.71E-12
9.61E+00,1.08E-11
9.71E+00,1.09E-11
9.81E+00,1.13E-11
9.81E+00,1.20E-11
9.91E+00,1.29E-11
9.91E+00,1.32E-11
1.00E+01,1.33E-11
1.00E+01,1.36E-11
1.01E+01,1.48E-11
1.02E+01,1.68E-11
1.03E+01,1.74E-11
1.03E+01,1.87E-11
1.05E+01,1.95E-11
1.05E+01,2.10E-11
1.07E+01,2.24E-11
1.07E+01,2.29E-11
1.08E+01,2.34E-11
1.09E+01,2.44E-11
1.10E+01,2.35E-11
1.11E+01,2.27E-11
1.12E+01,2.20E-11
1.12E+01,2.11E-11
1.13E+01,1.95E-11
1.13E+01,1.73E-11
1.14E+01,1.74E-11
1.14E+01,1.73E-11
1.14E+01,1.65E-11
1.14E+01,1.55E-11
1.16E+01,1.28E-11
1.16E+01,1.25E-11
1.17E+01,9.36E-12
1.18E+01,8.39E-12
1.19E+01,7.56E-12
1.20E+01,6.11E-12
1.20E+01,5.17E-12
1.22E+01,4.91E-12
1.23E+01,4.45E-12
1.23E+01,3.79E-12
1.24E+01,3.99E-12
1.24E+01,3.64E-12
1.24E+01,3.93E-12
1.25E+01,4.13E-12
1.26E+01,4.58E-12
1.27E+01,3.99E-12
1.28E+01,4.42E-12
1.28E+01,4.70E-12
1.29E+01,4.36E-12
1.29E+01,4.48E-12
1.30E+01,5.02E-12
1.31E+01,6.14E-12
1.32E+01,7.25E-12
1.33E+01,7.89E-12
1.34E+01,8.41E-12
1.35E+01,9.87E-12
1.36E+01,1.04E-11
1.37E+01,1.15E-11
1.38E+01,1.13E-11
1.38E+01,1.11E-11
1.38E+01,1.17E-11
1.39E+01,1.37E-11
1.40E+01,1.45E-11
1.42E+01,1.56E-11
1.42E+01,1.76E-11
1.43E+01,1.69E-11
1.43E+01,1.88E-11
1.45E+01,2.14E-11
1.47E+01,2.32E-11
1.48E+01,2.49E-11
1.48E+01,2.49E-11
1.49E+01,2.84E-11
1.50E+01,3.05E-11
1.51E+01,3.00E-11
1.52E+01,3.22E-11
1.52E+01,3.42E-11
1.53E+01,3.42E-11
1.53E+01,3.60E-11
1.55E+01,3.76E-11
1.55E+01,3.77E-11
1.56E+01,3.84E-11
1.56E+01,3.91E-11
1.57E+01,3.91E-11
1.57E+01,3.85E-11
1.58E+01,3.80E-11
1.58E+01,3.79E-11
1.59E+01,3.64E-11
1.59E+01,3.62E-11
1.59E+01,3.37E-11
1.60E+01,2.98E-11
1.61E+01,3.03E-11
1.61E+01,2.97E-11
1.61E+01,2.94E-11
1.61E+01,2.90E-11
1.62E+01,2.49E-11
1.62E+01,2.07E-11
1.63E+01,1.96E-11
1.64E+01,1.62E-11
