-5.00E-03,6.75E-14
9.40E-02,2.13E-14
8.80E-02,6.04E-14
9.40E-02,2.03E-13
1.92E-01,4.26E-14
1.98E-01,9.95E-14
1.92E-01,2.10E-13
2.91E-01,7.11E-14
2.96E-01,6.75E-14
2.91E-01,1.35E-13
3.90E-01,9.95E-14
3.95E-01,9.95E-14
3.95E-01,9.59E-14
4.89E-01,1.17E-13
5.93E-01,9.24E-14
5.98E-01,5.33E-14
5.98E-01,2.45E-13
6.92E-01,5.68E-14
6.92E-01,7.11E-14
7.96E-01,1.10E-13
7.91E-01,1.03E-13
7.96E-01,8.53E-14
7.91E-01,9.24E-14
8.95E-01,1.35E-13
8.89E-01,1.07E-13
9.99E-01,1.07E-13
9.94E-01,3.27E-13
1.09E+00,1.39E-13
1.09E+00,1.28E-13
1.20E+00,1.42E-13
1.20E+00,1.28E-13
1.30E+00,1.32E-13
1.30E+00,8.53E-14
1.30E+00,1.32E-13
1.39E+00,1.21E-13
1.39E+00,1.03E-13
1.50E+00,1.10E-13
1.50E+00,2.13E-13
1.60E+00,6.40E-14
1.59E+00,7.11E-14
1.60E+00,7.11E-14
1.70E+00,1.39E-13
1.69E+00,1.07E-13
1.70E+00,1.74E-13
1.70E+00,1.63E-13
1.80E+00,1.21E-13
1.80E+00,2.24E-13
1.80E+00,1.67E-13
1.80E+00,9.24E-14
1.85E+00,2.13E-13
1.89E+00,1.67E-13
1.89E+00,3.06E-13
2.00E+00,1.78E-13
2.00E+00,1.71E-13
2.00E+00,1.95E-13
2.10E+00,3.41E-13
2.20E+00,1.67E-13
2.20E+00,1.60E-13
2.29E+00,1.24E-13
2.29E+00,1.92E-13
2.39E+00,1.56E-13
2.40E+00,1.53E-13
2.40E+00,1.49E-13
2.50E+00,1.24E-13
2.60E+00,1.78E-13
2.69E+00,1.78E-13
2.69E+00,2.06E-13
2.69E+00,3.55E-13
2.79E+00,2.31E-13
2.80E+00,2.52E-13
2.89E+00,2.35E-13
2.90E+00,2.13E-13
3.00E+00,3.13E-13
2.99E+00,3.09E-13
3.10E+00,3.38E-13
3.10E+00,2.95E-13
3.19E+00,3.62E-13
3.19E+00,3.98E-13
3.30E+00,4.48E-13
3.29E+00,3.87E-13
3.29E+00,5.83E-13
3.45E+00,6.18E-13
