x-axis,1,2
second,Volt,Volt
-100.000E-03,+3.627266E+00,-255.603E-03
-99.900E-03,+3.627266E+00,-259.623E-03
-99.800E-03,+3.627266E+00,-255.603E-03
-99.700E-03,+3.627266E+00,-255.603E-03
-99.600E-03,+3.627266E+00,-255.603E-03
-99.500E-03,+3.627266E+00,-259.623E-03
-99.400E-03,+3.627266E+00,-255.603E-03
-99.300E-03,+3.627266E+00,-255.603E-03
-99.200E-03,+3.627266E+00,-255.603E-03
-99.100E-03,+3.627266E+00,-255.603E-03
-99.000E-03,+3.627266E+00,-255.603E-03
-98.900E-03,+3.627266E+00,-255.603E-03
-98.800E-03,+3.627266E+00,-263.141E-03
-98.700E-03,+3.627266E+00,-255.603E-03
-98.600E-03,+3.627266E+00,-255.603E-03
-98.500E-03,+3.627266E+00,-255.603E-03
-98.400E-03,+3.627266E+00,-255.603E-03
-98.300E-03,+3.587065E+00,-259.121E-03
-98.200E-03,+3.627266E+00,-255.603E-03
-98.100E-03,+3.627266E+00,-255.603E-03
-98.000E-03,+3.627266E+00,-255.603E-03
-97.900E-03,+3.582040E+00,-255.603E-03
-97.800E-03,+3.627266E+00,-255.603E-03
-97.700E-03,+3.627266E+00,-255.603E-03
-97.600E-03,+3.627266E+00,-255.603E-03
-97.500E-03,+3.627266E+00,-255.603E-03
-97.400E-03,+3.627266E+00,-255.603E-03
-97.300E-03,+3.587065E+00,-255.603E-03
-97.200E-03,+3.627266E+00,-255.603E-03
-97.100E-03,+3.627266E+00,-255.603E-03
-97.000E-03,+3.627266E+00,-255.603E-03
-96.900E-03,+3.627266E+00,-255.603E-03
-96.800E-03,+3.702643E+00,-255.603E-03
-96.700E-03,+3.627266E+00,-255.603E-03
-96.600E-03,+3.627266E+00,-255.603E-03
-96.500E-03,+3.667467E+00,-255.603E-03
-96.400E-03,+3.627266E+00,-255.603E-03
-96.300E-03,+3.627266E+00,-255.603E-03
-96.200E-03,+3.627266E+00,-255.603E-03
-96.100E-03,+3.662442E+00,-255.603E-03
-96.000E-03,+3.627266E+00,-255.101E-03
-95.900E-03,+3.627266E+00,-255.603E-03
-95.800E-03,+3.627266E+00,-255.603E-03
-95.700E-03,+3.627266E+00,-255.603E-03
-95.600E-03,+3.627266E+00,-255.603E-03
-95.500E-03,+3.627266E+00,-251.583E-03
-95.400E-03,+3.627266E+00,-255.603E-03
-95.300E-03,+3.627266E+00,-255.603E-03
-95.200E-03,+3.627266E+00,-255.603E-03
-95.100E-03,+3.627266E+00,-251.583E-03
-95.000E-03,+3.627266E+00,-255.603E-03
